"Search Parameters"	"More Info"	"Doubtful Runup"	"Country"	"Area"	"Location Name"	"Latitude"	"Longitude"	"Distance From Source (km)"	"Initial Wave Arrival Dy"	"Initial Wave Arrival Hr"	"Initial Wave Arrival Min"	"Travel Hours"	"Travel Minutes"	"Max Wave Arrival Day"	"Max Wave Arrival Hr"	"Max Wave Arrival Min"	"Max Water Height (m)"	"Max Inundation Distance (m)"	"Measurement Type"	"Period"	"First Motion"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage $Mil"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"
		"n"	"SRI LANKA"		"HAMBANTOTA HARBOR"	6.124	81.127	1662.931									10.87		5														
		"n"	"INDONESIA"	"ACEH"	"SIMEULUE ISLAND"	2.575	96.269	94.034									0.3	10	4														
		"n"	"INDONESIA"	"ACEH"	"SKONEDA, MEULABOH, SUMATRA"	4.209	96.04	100.885									15		4														
		"n"	"SRI LANKA"		"BERAWALA"	6.486	79.983	1794.635									6		4														
		"n"	"SRI LANKA"		"HAMBANTOTA"	6.125	81.126	1663.059									11		4														
		"n"	"THAILAND"		"BAN MA KAP"	8.923	98.258	674.708									6	148	4														
		"n"	"THAILAND"		"BAN PAK KO"	8.882	98.27	671.075									6.4	263	4														
		"n"	"THAILAND"		"BAN NAM KIM"	8.86	98.275	669.068									4.1	0	4														
		"n"	"THAILAND"		"BAN PAK NAM"	9.951	98.596	793.878									2.02		4														
		"n"	"THAILAND"		"RANONG"	9.95	98.6	793.945	26	4	3	3	1				0.71		2		"F"												
		"n"	"THAILAND"		"KA YU HARBOR (BAN LA ONG)"	9.781	98.554	774.755									2		5														
		"n"	"SRI LANKA"		"ADDACACHCHENA"	7.25	81.864	1610.322									5	100	4														
		"n"	"SRI LANKA"		"CHINA BAY FERRY"	8.512	81.191	1721.743									3.3		4														
		"n"	"SRI LANKA"		"TRINCOMALEE"	8.576	81.237	1719.224									3.4	30	4														
		"n"	"INDIA"	"TAMIL NADU"	"ARUKKATUTHURAI (TOPPUTURAI)"	10.39388889	79.86944444	1931.248									6	700	5														
		"n"	"INDIA"	"TAMIL NADU"	"CUDDALORE"	11.76166667	79.79055556	2002.254									9.08	1000	5														
		"n"	"INDIA"	"TAMIL NADU"	"ANNAN KOVIL"	11.50416667	79.77027778	1991.674									11.12	400	5														
		"n"	"IRAN"		"BIR DAF"	25.4033	59.81385	4563.76									4.43	35	5														
		"n"	"IRAN"		"GESHMI"	25.56922	58.70397	4672.105									2.59	62	5														
		"n"	"INDIA"	"KERALA"	"EDAVANAKAD (COCHIN)"	10.07555556	76.19555556	2297.124									4.5		4														
		"n"	"SEYCHELLES"		"ANSE POSSESSION, PRASLIN ISLAND"	-4.31211667	55.72685	4542.452									3	65	5														
		"n"	"SEYCHELLES"		"BAIE STE ANNE, PRASLIN ISLAND"	-4.34166667	55.76666667	4538.673									1.8		5														
		"n"	"INDIA"	"ANDAMAN AND NICOBAR"	"WANDOOR JETTY, PORT BLAIR"	11.58166667	92.61475	981.465									2.7	36.7	5														
		"n"	"INDIA"	"ANDAMAN AND NICOBAR"	"NILAMPURI JETTY, BARATON"	12.16502778	92.76169444	1036.3									2.9	20	5														
		"n"	"INDIA"	"ANDAMAN AND NICOBAR"	"NETAJI NAGAR (3), LITTLE ANDAMAN"	10.63344444	92.55172222	887.612									6.8	166	5														
		"n"	"INDIA"	"ANDAMAN AND NICOBAR"	"BRAK WATER JETTY, LITTLE ANDAMAN"	10.58166667	92.5605	882.004									13.9	135.5	5														
		"n"	"SRI LANKA"		"ALL OF SRI LANKA"												12.5		5			35322	4					1316.5	4	65275	4	38561	4
		"n"	"SEYCHELLES"		"POINTE AU SEL, MAHE ISLAND"	-4.73123333	55.52486667	4572.777									2.8	35	5														
		"n"	"SEYCHELLES"		"ANSE ROYALE SOUTH, MAHE ISLAND"	-4.752	55.51541667	4574.226									4.4	100	5														
		"n"	"INDIA"	"KERALA"	"AZHIKKAL"	9.135177	76.46391388	2239.241									4.75		4														
		"n"	"AUSTRALIA"		"BURNIE, TASMANIA"	-41.0501	145.915	7058.374	26	20	46	19	47	27	10	24	0.17		2														
		"n"	"AUSTRALIA"		"LORD HOWE I."	-31.517	159.067	7705.752						27	9	45	0.19		2														
		"n"	"MALAYSIA"		"TANJUNG DAWAI"	5.66666667	100.35	562.583									0.39	75.32	5														
		"n"	"INDIA"	"MAHARASHTRA"	"KELSHI"	17.9203	73.0548	2965.448									2.2		5														
		"n"	"CHILE"	"ISLA DE PASCUA"	"EASTER ISLAND"	-27.15	-109.45	16250.127	27	1	0	24	1	27	12	2	0.2		2														
		"n"	"CHILE"	"VALPARAISO"	"JUAN FERNANDEZ ISLANDS"	-33.63602	-78.82988	16602.891	27	0	47	23	48	27	16	4	0.04		2														
		"n"	"BRAZIL"		"RIO DE JANEIRO"	-22.933333	-43.133333	15108.224	26	23	20	22	21	27	7	0	0.22		2														
		"n"	"NEW ZEALAND"		"MANUKAU"	-37.073	174.679	9245.182	26	22	53	21	54				0.31		2	54													
		"n"	"INDONESIA"	"ACEH"	"WEST COAST OF ACEH, SUMATRA"	5.477	95.235	248.645									18.06		4														
		"n"	"INDIA"	"ANDHRA PRADESH"	"KAVALI, ANDHRA PRADESH"	14.92	80.05	2157.227									2	1000	1										1				
		"n"	"INDONESIA"	"ACEH"	"SIGLI, ACEH, SUMATRA"	5.388	95.963	229.443									4		5														
		"n"	"INDONESIA"	"NORTH SUMATRA"	"MEDREHE, NIAS ISLAND"	1.016	97.393	306.572									4.5		5														
		"n"	"INDONESIA"	"NORTH SUMATRA"	"SIROMBU, NIAS ISLAND"	0.951	97.419	314.155									4.6		5														
		"n"	"INDONESIA"	"NORTH SUMATRA"	"SIROMBU, NIAS ISLAND"	1.008	97.405	308.052									5.3		5														
		"n"	"INDONESIA"	"NORTH SUMATRA"	"SIROMBU, NIAS ISLAND"	1.004	97.409	308.668									4.5		5														
		"n"	"MALDIVES"		"KULHUDHUFFUSHI, HAA DHAALU"	6.614	73.071	2552.446									2.67		5														
		"n"	"MALDIVES"		"KEYODHOO, VAAVU"	3.461	73.55	2478.554									2.38		5														
		"n"	"MALDIVES"		"MULI, MEEMU"	2.919	73.581	2476.112									2.11		5														
		"n"	"MALDIVES"		"MULI, MEEMU"	2.923	73.582	2475.988									2.63		5														
		"n"	"MALDIVES"		"FEYDHOO, SEENU"	0.681	73.144	2543.042									1.62		5														
		"n"	"MALDIVES"		"MARADHOO, SEENU"	0.665	73.12	2545.907									1.65		5														
		"n"	"INDONESIA"	"ACEH"	"LEPUNG, ACEH, SUMATRA"	5.395	95.256	239.287									17.59	350	5														
		"n"	"INDIA"		"ALL OF INDIA"												17.3		5			16269	4					1022.8	4	235377	4		
		"n"	"KENYA"		"ALL OF KENYA"												3		5			1	1					100	4				
		"n"	"INDIA"	"TAMIL NADU"	"COVELONG BEACH (NORTH)"	12.79416667	80.25055556	2012.36										75	5														
		"n"	"INDIA"	"TAMIL NADU"	"WEST OF TIRUPPORUR"	12.7475	80.24333333	2010.457										100	5														
		"n"	"INDIA"	"TAMIL NADU"	"KALPAKKAM BEACH"	12.53055556	80.16638889	2005.879										200	5														
		"n"	"INDIA"	"TAMIL NADU"	"PUMANKUPPAM"	11.87527778	79.8475	2002.367										75	5														
		"n"	"INDIA"	"TAMIL NADU"	"CHINNAKUPPARN"	13.21	80.32222222	2029.143									3.08	50	5														
		"n"	"INDIA"	"TAMIL NADU"	"THAZHANGUDA ( CUDDALORE)"	11.76138889	79.79111111	2002.186									3.66	1000	5														
		"n"	"INDIA"	"TAMIL NADU"	"N AGAPPATTINAM PORT"	10.75777778	79.84722222	1949.4									4.59	500	5														
		"n"	"INDIA"	"TAMIL NADU"	"ALAMPARAI"	12.27111111	80.01944444	2006.078									4.75	100	5														
